221.27016,320.26587,226.88144,527.4449,527.44495,309.00574,332.5927,293.61523,298.67334,208.77682,444.33026,437.79422,1,2
221.0115,320.28903,226.87265,527.5364,527.5364,314.6588,339.07953,293.45142,299.00763,209.25461,451.40686,449.65915,1,2
220.20296,320.31476,226.7882,527.42944,527.4294,314.08826,331.30615,293.51898,300.37366,209.40437,452.50607,452.6314,1,2
219.91788,320.31845,226.8719,527.58514,527.5853,313.14572,324.33926,292.46628,303.12228,209.4531,453.51608,453.48935,1,2
219.88838,320.3157,226.91635,527.6643,527.6643,314.78098,324.99597,292.9731,302.16812,209.46925,453.74518,453.6658,1,2
220.45935,320.3115,226.8557,527.5581,527.5582,320.68573,330.89117,293.1813,298.9745,209.46626,453.7783,453.76312,1,2
221.02263,320.25772,226.83954,527.51544,527.5154,318.99265,334.9615,294.32492,298.25607,209.47,453.82825,453.7723,1,2
219.0344,320.29858,226.83061,527.50635,527.50635,310.18158,318.21683,291.5283,297.49454,209.44377,453.80814,453.67456,1,2
217.74496,320.18262,226.7513,527.3273,527.3274,302.9088,320.02646,292.7699,297.41748,209.40172,453.53204,453.75143,1,2
218.96161,320.2257,226.81403,527.44446,527.44434,303.95084,337.14288,293.6957,299.68097,209.38536,453.6719,453.40424,1,2
220.91814,320.28564,226.8598,527.55005,527.55023,310.54562,343.17255,295.3925,303.21658,209.43097,453.6465,453.72568,1,2
221.34311,320.22772,226.91583,527.63513,527.63513,310.54865,328.42245,295.6038,303.42813,209.45552,453.80896,453.80728,1,2
218.553,320.28275,226.75468,527.3685,527.3686,303.06348,329.72662,294.91663,302.39197,209.43242,453.8425,453.76175,1,2
217.09996,320.29654,226.86324,527.5642,527.5643,292.80435,323.6205,294.54462,303.1983,209.45389,453.68845,453.73605,1,2
220.16707,320.30334,226.84406,527.5327,527.53265,308.57764,347.54413,293.23395,301.87885,209.4515,453.77872,453.80536,1,2
218.89435,320.26993,226.89868,527.6167,527.61664,299.8773,329.34094,292.9169,303.73273,209.45035,453.83438,453.79962,1,2
219.36983,320.3047,226.88396,527.6033,527.6031,298.55792,326.35474,292.22577,302.3925,209.45937,453.79153,453.71817,1,2
220.48709,320.23953,226.90327,527.6203,527.62036,305.7519,337.48236,296.44452,302.03632,209.47145,453.81723,453.78058,1,2
220.54176,320.29266,226.89505,527.61584,527.61597,310.0296,330.2707,298.683,305.4929,209.44461,453.73273,453.69354,1,2
221.52254,320.27777,226.84908,527.53064,527.53064,312.23837,334.26303,301.29245,307.4997,209.4363,453.7794,453.7307,1,2
219.62607,320.2309,226.84335,527.5022,527.5023,304.6722,312.98486,304.72696,307.85568,209.41173,453.68076,453.62506,1,2
221.54097,320.2455,226.90904,527.61285,527.61285,304.85928,326.03793,309.52148,305.39493,209.37857,453.77344,453.7719,1,2
221.57835,320.30554,226.9291,527.6791,527.6792,294.73355,316.5673,311.62576,303.29358,209.44815,453.82693,453.82657,1,2
220.74985,320.27823,226.93018,527.66583,527.66583,287.83688,312.37115,314.39792,302.5323,209.41344,453.85327,453.84198,1,2
221.9592,320.24277,226.91985,527.6433,527.6433,284.0862,312.26712,318.13226,302.196,209.4395,453.79672,453.8479,1,2
221.06656,320.3002,226.931,527.67944,527.67944,280.45258,311.4445,320.56027,302.3814,209.44173,453.84097,453.86206,1,2
218.7926,320.24072,226.71667,527.2895,527.28955,269.61288,306.9608,319.8981,303.20343,209.42654,453.8311,453.77148,1,2
220.66003,320.26065,226.84122,527.50867,527.5088,286.67377,313.3581,314.0838,300.20355,209.42004,453.79398,453.84207,1,2
222.332,320.2893,226.88115,527.58905,527.589,289.3122,328.55502,316.35287,300.99158,209.4348,453.84607,453.7927,1,2
220.77707,320.31567,226.80289,527.46796,527.46814,287.21262,318.99673,318.68652,299.36105,209.46634,453.66458,453.73953,1,2
220.55637,320.2925,226.87646,527.584,527.584,294.80872,323.4006,320.58728,297.03995,209.4452,453.71,453.7711,1,2
220.54077,320.26004,226.90549,527.6294,527.62933,293.27676,319.52756,324.27444,293.6924,209.4673,453.79593,453.79562,1,2
220.88672,320.2876,226.92258,527.66473,527.66455,295.6149,319.1311,327.81308,295.99384,209.45691,453.85034,453.82874,1,2
219.70757,320.28955,226.89397,527.6137,527.6138,300.24933,328.68158,328.79327,296.43677,209.44803,453.80017,453.80768,1,2
220.84502,320.3082,226.86087,527.565,527.5652,296.3796,336.37112,329.00598,298.53165,209.46146,453.81412,453.75385,1,2
221.41376,320.30475,226.88808,527.6133,527.6133,301.21677,334.17227,330.21637,302.75308,209.47214,453.83423,453.70187,1,2
219.91028,320.2376,226.73175,527.3039,527.304,303.31805,321.13458,328.2852,305.18613,209.37578,453.4067,453.52518,1,2
221.19965,320.24097,226.82233,527.4751,527.47504,308.41962,328.44016,326.74185,310.41254,209.44318,453.7226,453.73053,1,2
218.806,320.3053,226.90483,527.6373,527.6373,290.4069,311.95798,324.1853,315.1637,209.4496,453.73724,453.78125,1,2
220.08998,320.30518,226.88618,527.60864,527.6086,295.02222,312.57867,319.33084,318.5088,209.46565,453.7604,453.65408,1,2
221.15002,320.28113,226.8799,527.5896,527.58966,305.85672,313.90826,317.1439,318.5973,209.45958,453.79178,453.74728,1,2
221.06323,320.3073,226.88377,527.6021,527.6022,309.0878,306.563,315.1863,319.31915,209.45102,453.8063,453.71936,1,2
219.86198,320.30945,226.8941,527.6221,527.6221,302.30713,292.52692,312.40952,314.3725,209.4591,453.7405,453.78662,1,2
219.18321,320.30258,226.89503,527.6208,527.6206,298.00204,288.75732,311.58035,310.68463,209.45471,453.78802,453.78146,1,2
218.15596,320.32153,226.88051,527.6044,527.6045,301.3336,297.8857,309.0958,309.30292,209.47049,453.80203,453.78467,1,2
219.2551,320.31274,226.80878,527.4756,527.4756,302.01077,300.80576,306.51486,308.13403,209.45789,453.07996,453.6997,1,2
220.52472,320.31653,226.82913,527.5149,527.5149,307.6614,308.28473,305.11563,307.5144,209.4729,453.5335,453.74704,1,2
221.55113,320.32123,226.8774,527.5991,527.5991,318.15332,307.39853,303.63773,305.87955,209.47108,453.69952,453.80148,1,2
221.37373,320.31897,226.8652,527.5777,527.57764,323.6301,310.88654,300.82205,306.74832,209.47235,453.827,453.8184,1,2
222.41714,320.31644,226.91118,527.6544,527.6543,326.09238,308.55585,303.0841,306.1434,209.46243,453.81512,453.83868,1,2
221.06935,320.30826,226.9162,527.6618,527.66187,324.34192,319.12308,303.68344,310.05338,209.46878,453.7449,453.82397,1,2
220.59157,320.24588,226.92963,527.65784,527.65784,317.0366,320.0399,305.86145,314.63953,209.42487,453.75687,453.841,1,2
219.4084,320.30774,226.93028,527.68256,527.6827,311.92874,313.50497,307.0331,316.8711,209.4516,453.78854,453.8548,1,2
221.10796,320.3123,226.93262,527.6925,527.6924,319.65497,317.56467,308.18372,316.98578,209.4727,453.84036,453.7937,1,2
220.80013,320.29556,226.90253,527.6356,527.6356,314.71835,327.28226,305.59308,319.41986,209.47334,453.83496,453.83197,1,2
219.35013,320.32007,226.91844,527.6693,527.66925,290.64093,316.36877,300.9436,323.41388,209.46875,453.8277,453.84622,1,2
219.73466,320.3078,226.89543,527.6259,527.6259,301.48465,312.5546,296.49054,326.12616,209.46823,453.84802,453.83914,1,2
220.26112,320.31802,226.90659,527.6492,527.64905,308.3596,313.7911,296.54773,327.0962,209.47273,453.86713,453.75766,1,2
220.3916,320.30606,226.89099,527.61646,527.61664,298.39944,302.4113,292.3753,324.14777,209.46327,453.8425,453.82254,1,2
218.89484,320.3197,226.90628,527.64813,527.64795,287.20688,301.03232,293.37396,325.82318,209.4687,453.83646,453.75626,1,2
220.38358,320.3251,226.88792,527.61975,527.6196,303.24527,310.70227,296.1265,327.6915,209.47668,453.78793,453.82635,1,2
221.14851,320.29837,226.90973,527.6476,527.6477,303.7959,316.1983,294.45218,327.9764,209.46849,453.82977,453.81522,1,2
221.23883,320.31973,226.92839,527.6866,527.68646,305.695,313.58514,293.0514,325.56168,209.46974,453.79813,453.83328,1,2
220.65253,320.30548,226.91356,527.656,527.65625,302.08395,309.94778,295.78317,326.34164,209.46588,453.7646,453.79376,1,2
218.86575,320.3158,226.88931,527.618,527.61816,302.1888,304.72037,293.3221,326.72513,209.4709,453.67215,453.63168,1,2
219.06708,320.2545,226.87115,527.5637,527.5638,295.35614,305.92065,292.6235,326.62692,209.44553,453.81403,453.72995,1,2
220.0737,320.3076,226.89342,527.6194,527.61957,301.2038,304.75366,294.03705,326.66818,209.45506,453.82858,453.79352,1,2
219.69753,320.26108,226.91504,527.6465,527.6465,308.44965,303.1549,292.20392,324.42896,209.47012,453.83154,453.84225,1,2
220.07733,320.2972,226.92914,527.67804,527.67816,313.92783,297.3015,296.04578,319.0442,209.45444,453.83276,453.82794,1,2
220.58914,320.3169,226.91623,527.6639,527.66394,302.666,307.423,294.7373,320.62024,209.46577,453.76508,453.8554,1,2
221.57294,320.31375,226.91814,527.6665,527.6666,307.80478,308.53732,295.75183,319.9659,209.46735,453.65018,453.76477,1,2
220.65193,320.29626,226.91324,527.6522,527.6522,304.55853,303.19553,292.305,317.9806,209.46327,453.78772,453.81464,1,2
221.03743,320.31815,226.91342,527.6596,527.6595,304.78378,311.84866,295.19934,315.7169,209.46637,453.8263,453.8195,1,2
